"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Resilient Stream Learning Intrusion Detection Mechanism for Real-Time Analysis of Network Traffic","E. Viegas; A. Santin; N. Neves; A. Bessani; V. Abreu","Grad. Program in Comput. Sci., Pontifical Catholic Univ. of Parana, Curitiba, Brazil; Grad. Program in Comput. Sci., Pontifical Catholic Univ. of Parana, Curitiba, Brazil; Fac. de Cienc., Univ. de Lisboa, Lisbon, Portugal; Fac. de Cienc., Univ. de Lisboa, Lisbon, Portugal; Grad. Program in Comput. Sci., Pontifical Catholic Univ. of Parana, Curitiba, Brazil","GLOBECOM 2017 - 2017 IEEE Global Communications Conference","15 Jan 2018","2017","","","1","6","The number of novel attacks observed in networked systems increases every day. Due to the large amount of generated data over the network, its storage for further analysis may not be feasible. Moreover, current attacks are becoming more sophisticated, as the attackers are attempting to evade traditional intrusion detection mechanisms by perverting their properties. This paper presents a novel real-time (ongoing) network traffic measurement approach that supports resilient analysis for stream learning intrusion detection. The network data is grouped at runtime according to its characteristics, while each network traffic flow is discretized at regular time intervals. Each network flow is classified by a multi-view stream learning classifiers pool, defining the network flow class through a majority voting approach. The proposal is able to provide resiliency to the classifiers even for the detection of unknown attacks. The evaluation tests for the average operation point (25 views) provides an increase in the system resilience to adversarial attacks of 22 % when compared to traditional approaches. Moreover, in the scalability experiments with a 10-node (single core each) cluster testbed, the network flow measurement solution (1 view) reached 1.38 Gbps throughput, while the proposed resilient stream learning intrusion detection with 25 views reached a throughput of 1.19 Gbps.","","978-1-5090-5019-2","10.1109/GLOCOM.2017.8254495","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8254495","","Telecommunication traffic;Intrusion detection;Real-time systems;Middleware;Training;Resilience","computer network security;learning (artificial intelligence);pattern classification;telecommunication traffic","majority voting approach;system resilience;adversarial attacks;network flow measurement solution;resilient stream learning intrusion detection mechanism;real-time network traffic measurement approach;resilient analysis;network traffic real-time analysis;multiview stream learning classifiers","","4","","22","","15 Jan 2018","","","IEEE","IEEE Conferences"
"Hybrid-Augmented Device Fingerprinting for Intrusion Detection in Industrial Control System Networks","C. Shen; C. Liu; H. Tan; Z. Wang; D. Xu; X. Su",NA; NA; NA; NA; NA; NA,"IEEE Wireless Communications","3 Jan 2019","2018","25","6","26","31","An increasing number of wireless intelligent equipment is applied to ICS networks. However, it is virtually impossible to use regular encryption methods and security patches to enhance the security level of legacy equipment in ICS networks due to weak computing and storage capabilities of the equipment. To address these concerns, a hybrid-augmented device fingerprinting approach is developed to enhance traditional intrusion detection mechanisms in the ICS network. Taking the advantage of the simplicity of the program process and stability of hardware configurations, we first measure inter-layer data response processing time, and then analyze network traffic to filter abnormal packets to achieve the intrusion classification and detection in ICS networks. The device fingerprinting- based intrusion classification and detection approach is evaluated using the data collected from a lab-level micro-grid, and forgery attacks and intrusions are launched against the proposed method to investigate its robustness and effectiveness.","1558-0687","","10.1109/MWC.2017.1800132","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8600753","","Integrated circuits;Fingerprint recognition;Internet of Things;Intrusion detection;Time factors;Industrial control;Communication system security;Privacy;Network security","computer network security;cryptography;industrial control;telecommunication traffic","legacy equipment;security level;security patches;regular encryption methods;wireless intelligent equipment;industrial control system networks;detection approach;intrusion classification;network traffic;inter-layer data response processing time;ICS network;traditional intrusion detection mechanisms;hybrid-augmented device fingerprinting approach","","17","","15","","3 Jan 2019","","","IEEE","IEEE Magazines"
"Performance Analysis of an Efficient Ensemble Meta Learning Framework for Streaming Data Analytics","D. C. Sujatha; J. G. Jayanthi","Affiliated to Bharathidasan University,Rajah Serfoji Government College (A),PG and Research Department of Computer Science,Thanjavur,Tamil Nadu,India,613005; Affiliated to Bharathidasan University,Rajah Serfoji Government College (A),PG and Research Department of Computer Science,Thanjavur,Tamil Nadu,India,613005","2020 3rd International Conference on Intelligent Sustainable Systems (ICISS)","18 Jan 2021","2020","","","717","724","Streaming data is the continuous arrival of data with rapid speed and unbounded in size. Apart from the huge volume and rapid speed of streaming data, it also holds the issue of Concept Drift which leads to drastic drop in prediction accuracy of the model. Therefore, Drift Detection is the major challenge in streaming data which has been attracted by many academicians, industrialists and researchers to provide a novel solution. This paper focusses on a novel solution for the Concept Drift in streaming data, comprises of two phases. In the first phase of the research work, a memory efficient Lasso Regression Hoeffding Tree (LASH Tree) is introduced, as an efficient base learner, with proven experimental studies, and this has been well accepted by the research forum and published in a refereed journal. In the second phase of the proposed research work, an Efficient Ensemble Meta Learning Framework is designed and developed including LASH Tree as base learner, a novel solution to identify and to be adaptable with Concept Drift in streaming data. The experiments are conducted using Solar Power Plant Data Set and it is proved that the proposed framework using LASH Tree consumes less memory and less execution time when compared with the existing ensemble CART and ensemble VFDT algorithms.","","978-1-7281-7089-3","10.1109/ICISS49785.2020.9316048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9316048","Ensemble Bagging;Lasso Regression;Hoeffding Tree;Concept Drift;LASH Tree","Prediction algorithms;Regression tree analysis;Vegetation;Monitoring;Bagging;Memory management;Predictive models","data analysis;decision trees;learning (artificial intelligence);regression analysis","drift detection;memory efficient LASH tree;memory efficient lasso regression Hoeffding tree;ensemble meta learning;LASH Tree;concept drift;streaming data analytics","","","","22","","18 Jan 2021","","","IEEE","IEEE Conferences"
"FireCol: A Collaborative Protection Network for the Detection of Flooding DDoS Attacks","J. Francois; I. Aib; R. Boutaba","SnT, University of Luxembourg, Luxembourg; Ontario Public Service, Community Services I&IT Cluster, Canada; David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada","IEEE/ACM Transactions on Networking","13 Dec 2012","2012","20","6","1828","1841","Distributed denial-of-service (DDoS) attacks remain a major security problem, the mitigation of which is very hard especially when it comes to highly distributed botnet-based attacks. The early discovery of these attacks, although challenging, is necessary to protect end-users as well as the expensive network infrastructure resources. In this paper, we address the problem of DDoS attacks and present the theoretical foundation, architecture, and algorithms of FireCol. The core of FireCol is composed of intrusion prevention systems (IPSs) located at the Internet service providers (ISPs) level. The IPSs form virtual protection rings around the hosts to defend and collaborate by exchanging selected traffic information. The evaluation of FireCol using extensive simulations and a real dataset is presented, showing FireCol effectiveness and low overhead, as well as its support for incremental deployment in real networks.","1558-2566","","10.1109/TNET.2012.2194508","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6189766","Collaboration;detection;distributed denial-of-service (DDos);flooding;network security","Fires;Entropy;Computer crime;Collaboration;Time frequency analysis;IP networks","","","","80","","54","IEEE","25 Apr 2012","","","IEEE","IEEE Journals"
"Context-Aware Security for Vehicles and Fleets: A Survey","D. Grimm; M. Stang; E. Sax","Institute for Information Processing Technologies (ITIV), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Institute for Information Processing Technologies (ITIV), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Institute for Information Processing Technologies (ITIV), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany","IEEE Access","26 Jul 2021","2021","9","","101809","101846","Vehicles are becoming increasingly intelligent and connected. Interfaces for communication with the vehicle, such as WiFi and 5G, enable seamless integration into the user's life, but also cyber attacks on the vehicle. Therefore, research is working on in-vehicle countermeasures such as authentication, access controls, or intrusion detection. Recently, legal regulations have also become effective that require automobile manufacturers to set up a monitoring system for fleet-wide security analysis. The growing amount of software, networking, and the automation of driving create new challenges for security. Context-awareness, situational understanding, adaptive security, and threat intelligence are necessary to cope with these ever-increasing risks. In-vehicle security should be adaptive to secure the car in an infinite number of (driving) situations. For fleet-wide analysis and alert triage, knowledge and understanding of the circumstances are required. Context-awareness, nonetheless, has been sparsely considered in the field of vehicle security. This work aims to be a precursor to context-aware, adaptive and intelligent security for vehicles and fleets. To this end, we provide a comprehensive literature review that analyzes the vehicular as well as related domains. Our survey is mainly characterized by the detailed analysis of the context information that is relevant for vehicle security in the future.","2169-3536","","10.1109/ACCESS.2021.3097146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9483907","Automotive engineering;context awareness;context modeling;fleet security;intelligent vehicles;security;situation awareness;threat intelligence;vehicles","Security;Automotive engineering;Monitoring;Industries;Access control;Switches;Encryption","automobiles;intelligent transportation systems;security of data;ubiquitous computing","context-aware security;in-vehicle countermeasures;fleet-wide security analysis;context-awareness;adaptive security;threat intelligence;in-vehicle security;intelligent security;context information","","","","170","CCBY","14 Jul 2021","","","IEEE","IEEE Journals"
"A Secure Communication Architecture for Distributed Microgrid Control","V. Kounev; D. Tipper; A. A. Yavuz; B. M. Grainger; G. F. Reed","Graduate Telecommunications and Networking Program, University of Pittsburgh, Pittsburgh, PA, USA; Graduate Telecommunications and Networking Program, University of Pittsburgh, Pittsburgh, PA, USA; School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR, USA; Department of Electrical and Computer Engineering, University of Pittsburgh, Pittsburgh, PA, USA; Department of Electrical and Computer Engineering, University of Pittsburgh, Pittsburgh, PA, USA","IEEE Transactions on Smart Grid","19 Aug 2015","2015","6","5","2484","2492","Microgrids are a key component in the evolution of the power grid. Microgrids are required to operate in both grid connected and standalone island mode using local sources of power. A major challenge in implementing microgrids is the communications and control to support transition from grid connected mode and operation in island mode. Here, we propose a secure communication architecture to support microgrid operation and control. A security model, including network, data, and attack models, is defined and a security protocol to address the real-time communication needs of microgrids is proposed. The implementation of the proposed security scheme is discussed and its performance evaluated using theoretical and co-simulation analysis, which shows it to be superior to existing protocols.","1949-3061","","10.1109/TSG.2015.2424160","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7105416","Microgrids;security;versatile communications;Microgrids;security;versatile communications","Microgrids;Protocols;Computer architecture;Real-time systems;Authentication;Delays","distributed power generation;power distribution control;power system security","secure communication architecture;distributed microgrid control;grid connected mode;standalone island mode;microgrid operation;security model;security protocol","","32","","31","IEEE","11 May 2015","","","IEEE","IEEE Journals"
"Adaptive Intrusion Detection System via online machine learning","H. T. Nguyen; K. Franke","NISlab, Department of Computer Science and Media Technology, Gjøvik University College, P.O. box 191, N-2802, Norway; NISlab, Department of Computer Science and Media Technology, Gjøvik University College, P.O. box 191, N-2802, Norway","2012 12th International Conference on Hybrid Intelligent Systems (HIS)","28 Jan 2013","2012","","","271","277","Adaptation of Intrusion Detection Systems (IDSs) in the heterogeneous and adversarial network environments is crucial. We design an adaptive IDS that has 10% higher accuracy than the best of four different baseline IDSs. Rather than creating a new `super' IDS, we combine the outputs of the IDSs by using the online learning framework proposed by Bousquet and Warmuth [1]. The combination framework allows to dynamically determine the best IDSs performed in different segments of a dataset. Moreover, to increase the accuracy and reliability of the intrusion detection results, the fusion between outputs of the four IDSs is taken into account by a new expanded framework. We conduct the experiments on two different datasets for benchmarking Web Application Firewalls: the ECML-PKDD 2007 HTTP dataset and the CISIC HTTP 2010. Experimental results show the high adaptability of the proposed IDS.","","978-1-4673-5116-4","10.1109/HIS.2012.6421346","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6421346","intrusion detection;Web attack detection;online machine learning;adversarial learning;adaptability","TV;Accuracy","learning (artificial intelligence);security of data","adaptive intrusion detection system;online machine learning;IDS;online learning framework;expanded framework;Web application firewalls;ECML-PKDD 2007 HTTP dataset;CISIC HTTP 2010","","6","","18","","28 Jan 2013","","","IEEE","IEEE Conferences"
"Generative Adversarial Network and Auto Encoder based Anomaly Detection in Distributed IoT Networks","T. Zixu; K. S. K. Liyanage; M. Gurusamy","University of Singapore,Singapore; University of Singapore,Singapore; University of Singapore,Singapore","GLOBECOM 2020 - 2020 IEEE Global Communications Conference","15 Feb 2021","2020","","","1","7","With the advances in modern communication technologies, the application scale of Internet of Things (IoT) has evolved at an unprecedented level, which on the other hand poses threats to the IoT ecosystem. As the intrusions and malicious actions are becoming more complex and unpredictable, developing an effective anomaly detection system, considering the distributed nature of IoT networks, remains a challenge. Moreover, the lack of sufficiently large amount of data samples of IoT traffic and data privacy pose further challenges in developing a behavior-based anomaly detection system. To address these issues, we present an unsupervised hierarchical approach for anomaly detection through cooperation between generative adversarial network (GAN) and auto-encoder (AE). The problems of data aggregation and privacy preservation are addressed by reconstructing a sampling pool at a centralized controller using a collection of generators from the individual IoT networks. Then, a centralized global AE is trained and passed to individual local networks for anomaly detection after a final adaptation with the local raw data from the IoT nodes. The performance is evaluated using the UNSW Bot-IoT dataset and the results demonstrate the effectiveness of our proposed approach which outperforms other approaches.","2576-6813","978-1-7281-8298-8","10.1109/GLOBECOM42002.2020.9348244","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9348244","Anomaly Detection;Auto-Encoder;Generative Adversarial Networks;Internet of Things;Network Security","Data privacy;Generative adversarial networks;Generators;Internet of Things;Security;Global communication;Anomaly detection","computer network security;data privacy;Internet of Things;neural nets","distributed IoT networks;modern communication technologies;IoT ecosystem;effective anomaly detection system;data samples;data privacy;behavior-based anomaly detection system;generative adversarial network;auto-encoder;data aggregation;privacy preservation;individual IoT networks;individual local networks;local raw data;IoT nodes;UNSW Bot-IoT dataset","","","","21","","15 Feb 2021","","","IEEE","IEEE Conferences"
"Why Protocols Fail to Transition to Mobile Domains","J. Talkington; K. Morozov; R. Dantu","University of North Texas,Department of Computer Science and Engineering; University of North Texas,Department of Computer Science and Engineering; University of North Texas,Department of Computer Science and Engineering","2020 Sixth International Conference on Mobile And Secure Services (MobiSecServ)","23 Mar 2020","2020","","","1","12","Applying protocols to new settings for which they were not originally designed can result in failures and vulnerabilities. This problem becomes particularly severe when security protocols are concerned. As more and more novel technologies such as IoT are being put into practical use, the study of the above mentioned problems gains an increasing importance. This paper investigates the issues which arise when transitioning the OAuth protocol to the mobile phone setting. First, we informally discuss the issues arising during such transitioning. Then, we revist the formal analysis of the OAuth protocol presented by Fett et al. at ACM CCS 2017 [1], pinpointing the issues that may lead to vulnerabilities in the mobile scenario.","2640-558X","978-1-7281-5797-9","10.1109/MobiSecServ48690.2020.9042951","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9042951","Network Protocols;Open Authorization;Formal Models;Mobile","Protocols;Mobile handsets;Adaptation models;Authorization;Browsers;Operating systems","cryptographic protocols;Internet of Things;mobile computing","protocols fail;security protocols;OAuth protocol;mobile phone setting;mobile domains;IoT","","","","24","","23 Mar 2020","","","IEEE","IEEE Conferences"
"Deep Learning for IoT Big Data and Streaming Analytics: A Survey","M. Mohammadi; A. Al-Fuqaha; S. Sorour; M. Guizani","Department of Computer Science, Western Michigan University, Kalamazoo, MI, USA; Department of Computer Science, Western Michigan University, Kalamazoo, MI, USA; Department of Electrical and Computer Engineering, University of Idaho, Moscow, ID, USA; Department of Electrical and Computer Engineering, University of Idaho, Moscow, ID, USA","IEEE Communications Surveys & Tutorials","20 Nov 2018","2018","20","4","2923","2960","In the era of the Internet of Things (IoT), an enormous amount of sensing devices collect and/or generate various sensory data over time for a wide range of fields and applications. Based on the nature of the application, these devices will result in big or fast/real-time data streams. Applying analytics over such data streams to discover new information, predict future insights, and make control decisions is a crucial process that makes IoT a worthy paradigm for businesses and a quality-of-life improving technology. In this paper, we provide a thorough overview on using a class of advanced machine learning techniques, namely deep learning (DL), to facilitate the analytics and learning in the IoT domain. We start by articulating IoT data characteristics and identifying two major treatments for IoT data from a machine learning perspective, namely IoT big data analytics and IoT streaming data analytics. We also discuss why DL is a promising approach to achieve the desired analytics in these types of data and applications. The potential of using emerging DL techniques for IoT data analytics are then discussed, and its promises and challenges are introduced. We present a comprehensive background on different DL architectures and algorithms. We also analyze and summarize major reported research attempts that leveraged DL in the IoT domain. The smart IoT devices that have incorporated DL in their intelligence background are also discussed. DL implementation approaches on the fog and cloud centers in support of IoT applications are also surveyed. Finally, we shed light on some challenges and potential directions for future research. At the end of each section, we highlight the lessons learned based on our experiments and review of the recent literature.","1553-877X","","10.1109/COMST.2018.2844341","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8373692","Deep learning;deep neural network;Internet of Things;on-device intelligence;IoT big data;fast data analytics;cloud-based analytics","Machine learning;Big Data;Data analysis;Economics;Internet of Things;Data mining;Tutorials","Big Data;data analysis;Internet of Things;learning (artificial intelligence)","quality-of-life;DL implementation;fog centers;cloud centers;Internet of Things;fast/real-time data streams;sensory data;streaming analytics;IoT applications;smart IoT devices;IoT big data analytics;machine learning perspective;IoT data characteristics;IoT domain;deep learning;advanced machine learning techniques","","195","","229","IEEE","6 Jun 2018","","","IEEE","IEEE Journals"
"An Anomaly Detection System Based on Ensemble of Detectors with Effective Pruning Techniques","A. Soudi; W. Khreich; A. Hamou-Lhadj","Dept. of Electr. & Comput. Eng., Concordia Univ., Montreal, QC, Canada; Dept. of Electr. & Comput. Eng., Concordia Univ., Montreal, QC, Canada; Dept. of Electr. & Comput. Eng., Concordia Univ., Montreal, QC, Canada","2015 IEEE International Conference on Software Quality, Reliability and Security","24 Sep 2015","2015","","","109","118","Anomaly detection systems rely on machine learning techniques to model the normal behavior of the system. This model is used during operation to detect anomalies due to attacks or design faults. Ensemble methods have been used to improve the overall detection accuracy by combining the outputs of several accurate and diverse models. Existing Boolean combination techniques either require an exponential number of combinations or sequential combinations that grow linearly with the number of iterations, which make them difficult to scale up and analyze. In this paper, we propose PBC (Pruning Boolean Combination), an efficient approach for selecting and combining anomaly detectors. PBC relies on two novel pruning techniques that we have developed to aggressively prune redundant and trivial detectors. Compared to existing work, PBC reduces significantly the number of detectors to combine, while keeping similar accuracy. We show the effectiveness of PBC when applying it to a large dataset.","","978-1-4673-7989-2","10.1109/QRS.2015.25","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7272921","Intrusion Detection Systems;Anomaly Detection Systems;Multiple-Detector Systems;Boolean Combination;Pruning Techniques","Detectors;Hidden Markov models;Accuracy;Boolean functions;Probability distribution;Monitoring;Training","Boolean algebra;learning (artificial intelligence);security of data","anomaly detection system;pruning technique;machine learning technique;pruning Boolean combination;PBC;intrusion detection system;IDS","","3","","44","","24 Sep 2015","","","IEEE","IEEE Conferences"
"A Survey of Security Challenges, Attacks Taxonomy and Advanced Countermeasures in the Internet of Things","S. Khanam; I. B. Ahmedy; M. Y. Idna Idris; M. H. Jaward; A. Q. Bin Md Sabri","Department of Computer System and Technology, Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, Malaysia; Department of Computer System and Technology, Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, Malaysia; Department of Computer System and Technology, Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, Malaysia; School of Engineering, Monash University Malaysia, Bandar Sunway, Malaysia; Department of Artificial Intelligence, Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, Malaysia","IEEE Access","15 Dec 2020","2020","8","","219709","219743","Internet of Things (IoT) facilitates the integration between objects and different sensors to provide communication among them without human intervention. However, the extensive demand for IoT and its various applications has continued to grow, coupled with the need to achieve foolproof security requirements. IoT produces a vast amount of data under several constraints such as low processor, power, and memory. These constraints, along with the invaluable data produced by IoT devices, make IoT vulnerable to various security attacks. This paper presents an overview of IoT, its well-known system architecture, enabling technologies, and discusses security challenges and goals. Furthermore, we analyze security vulnerabilities and provide state-of-the-art security taxonomy. The taxonomy of the most relevant and current IoT security attacks is presented for application, network, and physical layers. While most other surveys studied one of the areas of security measures, this study considers and reports on the most advanced security countermeasures within the areas of autonomic, encryption, and learning-based approaches. Additionally, we uncover security challenges that may be met by the research community regarding security implementation in heterogeneous IoT environment. Finally, we provide different visions about possible security solutions and future research directions.","2169-3536","","10.1109/ACCESS.2020.3037359","Impact-Oriented Interdisciplinary Research Grant Programme (IIRG)(grant numbers:IIRG003A-19IISS); Fundamental Research Grant Scheme (FRGS)(grant numbers:FP055-2019A); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9256294","Attacks;countermeasures;encryption;Internet of Things;IoT architecture;learning-based algorithm;privacy;security;secure communications;taxonomy","Security;Internet of Things;Encryption;Taxonomy;Organizations;Protocols;Privacy","Internet of Things;security of data","heterogeneous IoT environment;advanced security countermeasures;current IoT security attacks;relevant IoT security attacks;security taxonomy;security vulnerabilities;IoT devices;foolproof security requirements;advanced countermeasures;attacks taxonomy","","","","237","CCBY","11 Nov 2020","","","IEEE","IEEE Journals"
"Machine Learning Techniques for Anomaly Detection in Smart Healthcare","M. Kavitha; P. V. V. S. Srinivas; P. S. L. Kalyampudi; C. S. F; S. Srinivasulu","Koneru Lakshmaiah Education Foundation, Greenfields, Vaddeswaram,Department of Computer Science & Engineering,Guntur,522502; Koneru Lakshmaiah Education Foundation, Greenfields, Vaddeswaram,Department of Computer Science & Engineering,Guntur,522502; BVRIT HYDERABAD College of Engineering for Women Bachupalli,Department of Information Technology,Hyderabad,Telangana,India,500090; Koneru Lakshmaiah Education Foundation, Greenfields, Vaddeswaram,Department of Biotechnology,Guntur,522502; PACE Institute of Technology and Sciences,Department of information technology,Ongole,Andra pradesh","2021 Third International Conference on Inventive Research in Computing Applications (ICIRCA)","1 Oct 2021","2021","","","1350","1356","Anomaly detection is a vital research problem among the different domains intrusion detection, fraud detection, device health monitoring, fault data detection, event detection in sensor networks. Anomalies mean an outlier, noise, novelties, exceptions which do not match the expected behavior of the system. Machine learning techniques work well in identifying these abnormal patterns. In this paper, the unsupervised clustering technique K-means, and its variation K-medoids partitioning are applied to detect anomalies. Sensor-embedded wearable devices are allowing smart healthcare services for people even in remote areas. These devices support continuous monitoring of people's health and allow the caregivers to provide better health assistance. Early-stage anomaly detection in such types of smart healthcare practices increases the efficiency of health services. In experimental discussion, K-means, and K-medoids partitioning clustering algorithms are assessed, and their performance is addressed.","","978-1-6654-3877-3","10.1109/ICIRCA51532.2021.9544795","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9544795","Anomaly detection;Custering;K-Means;K-Medoids;Machine Learning;Smart Healthcare.component","Performance evaluation;Machine learning algorithms;Event detection;Wearable computers;Intrusion detection;Medical services;Machine learning","","","","","","22","","1 Oct 2021","","","IEEE","IEEE Conferences"
"Have it Your Way: Generating Customized Log Datasets With a Model-Driven Simulation Testbed","M. Landauer; F. Skopik; M. Wurzenberger; W. Hotwagner; A. Rauber","Center for Digital Safety and Security, Austrian Institute of Technology, Vienna, Austria; Center for Digital Safety and Security, Austrian Institute of Technology, Vienna, Austria; Center for Digital Safety and Security, Austrian Institute of Technology, Vienna, Austria; Center for Digital Safety and Security, Austrian Institute of Technology, Vienna, Austria; Institute of Information Systems Engineering, Vienna University of Technology, Vienna, Austria","IEEE Transactions on Reliability","2 Mar 2021","2021","70","1","402","415","Evaluations of intrusion detection systems (IDS) require log datasets collected in realistic system environments. Existing testbeds therefore offer user simulations and attack scenarios that target specific use-cases. However, not only does the preparation of such testbeds require domain knowledge and time-consuming work, but also maintenance and modifications for other use-cases involve high manual efforts and repeated execution of tasks. In this article, we therefore propose to generate testbeds for IDS evaluation using strategies from model-driven engineering. In particular, our approach models system infrastructure, simulated normal behavior, and attack scenarios as testbed-independent modules. A transformation engine then automatically generates arbitrary numbers of testbeds, each with a particular set of characteristics and capable of running in parallel. Our approach greatly improves configurability and flexibility of testbeds and allows to reuse components across multiple scenarios. We use our proof-of-concept implementation to generate a labeled dataset for IDS evaluation that is published with this article.","1558-1721","","10.1109/TR.2020.3031317","FFG(grant numbers:868306); DECEPT(grant numbers:873980); EU H2020(grant numbers:833456); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9262078","Intrusion detection;log data;model-driven engineering (MDE);testbed","Manuals;Data models;Task analysis;Servers;Tools;Malware;Load modeling","security of data","models system infrastructure;proof-of-concept implementation;model-driven simulation testbed;customized log datasets;testbed-independent modules;simulated normal behavior;model-driven engineering;IDS evaluation;user simulations;realistic system environments;intrusion detection systems","","","","24","CCBYNCND","17 Nov 2020","","","IEEE","IEEE Journals"
"Exploring Data Correlation between Feature Pairs for Generating Constraint-based Adversarial Examples","Y. Tian; Y. Wang; E. Tong; W. Niu; L. Chang; Q. A. Chen; G. Li; J. Liu","Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University,Beijing,China; Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University,Beijing,China; Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University,Beijing,China; Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University,Beijing,China; Guangxi Key Laboratory of Trusted Software, Guilin University of Electronic Technology,Guilin,China; University of California,Irvine; Australia Centre for Cyber Security Research and Innovation, Deakin University,Geelong,Australia; Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University,Beijing,China","2020 IEEE 26th International Conference on Parallel and Distributed Systems (ICPADS)","25 Feb 2021","2020","","","430","437","Adversarial example (AE), an input that is modified slightly to cause a machine learning system to produce erroneous outputs, has seen significant studies recently. Unfortunately, the fine data perturbation of AE ignores to keep potential data correlations between feature pairs. Thus, such AE will be easily filtered by configuring data correlations as basic filtering rules. In this paper, avoiding not to be filtered as well as causing false classification, an advanced robust AE generation attack is proposed. We first define four basic data correlations called strict linear constraint, approximate linear constraint, addition boundary constraint and zero multiplication constraint. Then, based on embedding multiple data correlations into one constraint matrix from the Pearson analysis, our approach can enable a Hadamard product of the constraint matrix and the sign of gradient matrix to craft perturbations, keeping consistent data correlations. Experimental results on intrusion detection system (IDS) indicate: 1) Nearly all AEs from original IFGSM are invalid by filtering according to basic data correlations; 2) In our method, AEs against a targeted DNN-based classifier can achieve an attack success rate of 99%, with transfer attack ability of 94% average success rate to attack other different mainstream classifiers.","2690-5965","978-1-7281-9074-7","10.1109/ICPADS51040.2020.00064","National Natural Science Foundation of China(grant numbers:61972025,61802389,61672092,U1811264,61966009); Fundamental Research Funds for the Central Universities of China(grant numbers:2018JBZ103,2019RC008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9359196","deep neural network;adversarial examples generation;pearson correlation coefficient;feature constraints","Correlation;Filtering;Perturbation methods;Conferences;Intrusion detection;Distributed databases;Machine learning","deep learning (artificial intelligence);feature extraction;gradient methods;Hadamard matrices;information filtering;matrix algebra;pattern classification;security of data","basic filtering rules;advanced robust AE generation attack;basic data correlations;strict linear constraint;approximate linear constraint;addition boundary constraint;zero multiplication constraint;multiple data correlations;constraint matrix;consistent data correlations;intrusion detection system;feature pairs;fine data perturbation;potential data correlations;constraint-based adversarial examples;false classification;machine learning system;Pearson analysis;Hadamard product;gradient matrix;IDS;IFGSM;DNN-based classifier","","","","25","","25 Feb 2021","","","IEEE","IEEE Conferences"
