"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Hardening Random Forest Cyber Detectors Against Adversarial Attacks","G. Apruzzese; M. Andreolini; M. Colajanni; M. Marchetti","Department of Engineering “Enzo Ferrari,”, University of Modena and Reggio Emilia, Modena, Italy; Department of Engineering “Enzo Ferrari,”, University of Modena and Reggio Emilia, Modena, Italy; Department of Engineering “Enzo Ferrari,”, University of Modena and Reggio Emilia, Modena, Italy; Department of Engineering “Enzo Ferrari,”, University of Modena and Reggio Emilia, Modena, Italy","IEEE Transactions on Emerging Topics in Computational Intelligence","21 Jul 2020","2020","4","4","427","439","Machine learning algorithms are effective in several applications, but they are not as much successful when applied to intrusion detection in cyber security. Due to the high sensitivity to their training data, cyber detectors based on machine learning are vulnerable to targeted adversarial attacks that involve the perturbation of initial samples. Existing defenses assume unrealistic scenarios; their results are underwhelming in non-adversarial settings; or they can be applied only to machine learning algorithms that perform poorly for cyber security. We present an original methodology for countering adversarial perturbations targeting intrusion detection systems based on random forests. As a practical application, we integrate the proposed defense method in a cyber detector analyzing network traffic. The experimental results on millions of labelled network flows show that the new detector has a twofold value: it outperforms state-of-the-art detectors that are subject to adversarial attacks; it exhibits robust results both in adversarial and non-adversarial scenarios.","2471-285X","","10.1109/TETCI.2019.2961157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9099383","Adversarial samples;machine learning;random forest;intrusion detection;flow inspection;botnet","Detectors;Forestry;Machine learning;Machine learning algorithms;Perturbation methods;Computer security;Training","random forests;security of data","machine learning algorithms;cyber security;adversarial perturbations;intrusion detection systems;random forest cyber detectors;adversarial attacks;network traffic","","1","","52","IEEE","25 May 2020","","","IEEE","IEEE Journals"
"Security Analytics: Essential Data Analytics Knowledge for Cybersecurity Professionals and Students","R. Verma; M. Kantarcioglu; D. Marchette; E. Leiss; T. Solorio",University of Houston; University of Texas at Dallas; Naval Surface Warfare Center; University of Houston; University of Houston,"IEEE Security & Privacy","8 Dec 2015","2015","13","6","60","65","At the 2015 Workshop on Security and Privacy Analytics, there was a well-attended and vigorous debate on educating and training professionals and students in security analytics. This article extends this debate by laying out essential security analytics concepts for professionals and students, sharing educational experiences, and identifying gaps in the field.","1558-4046","","10.1109/MSP.2015.121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7349094","education;security;cybersecurity;data analysis","Computer security;Information security;Computer crime;Information analysis;Performance evaluation;Education","data analysis;data privacy;security of data","essential security data analytics;cybersecurity;privacy analytics","","17","","26","","8 Dec 2015","","","IEEE","IEEE Magazines"
"Security Aspects of Internet of Things – A Survey","P. Williams; I. Dutta; H. Daoud; M. Bayoumi",The Center for Advanced Computer Studies; The Center for Advanced Computer Studies; The Center for Advanced Computer Studies; The Center for Advanced Computer Studies,"2020 IEEE 6th World Forum on Internet of Things (WF-IoT)","13 Oct 2020","2020","","","1","6","Internet of things (IoT) integrates devices, data, and applications by utilizing internet protocols. IoT applications are used for information gathering, sharing, and dissemination of data. As a result, there is a significant increase in the number of installed IoT devices in recent years, as many sectors in society are implementing IoT applications in their network. The rate at which these devices are developed and installed is faster than the rate at which policies and standards are introduced to protect the devices from security threats. To preserve a secure network with installed IoT devices, it is important to be informed about the security specifications of the device. The main purpose of writing this paper is to provide consumers, security administrators, and future IoT developers with the basic information about security threats and measures in an IoT network. The survey covers topics such as IoT market, security architecture, security threats, and security measures.","","978-1-7281-5503-6","10.1109/WF-IoT48130.2020.9221429","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9221429","security;layer;attacks;threats;measures","","computer network security;Internet of Things","security threats;secure network;installed IoT devices;security specifications;security administrators;future IoT developers;IoT network;IoT market;security architecture;security measures;security aspects;internet protocols;IoT applications;information gathering","","1","","44","","13 Oct 2020","","","IEEE","IEEE Conferences"
"Game theory for security: Key algorithmic principles, deployed systems, lessons learned","M. Tambe; M. Jain; J. A. Pita; A. X. Jiang","University of Southern California, Los Angeles, CA 90089, USA; University of Southern California, Los Angeles, CA 90089, USA; University of Southern California, Los Angeles, CA 90089, USA; University of Southern California, Los Angeles, CA 90089, USA","2012 50th Annual Allerton Conference on Communication, Control, and Computing (Allerton)","21 Mar 2013","2012","","","1822","1829","Security is a critical concern around the world. In many security domains, limited security resources prevent full security coverage at all times; instead, these limited resources must be scheduled, avoiding schedule predictability, while simultaneously taking into account different target priorities, the responses of the adversaries to the security posture and potential uncertainty over adversary types. Computational game theory can help design such unpredictable security schedules. Indeed, casting the problem as a Bayesian Stackelberg game, we have developed new algorithms that are now deployed over multiple years in multiple applications for security scheduling. These applications are leading to real-world use-inspired research in the emerging research area of “security games” specifically, the research challenges posed by these applications include scaling up security games to large-scale problems, handling significant adversarial uncertainty, dealing with bounded rationality of human adversaries, and other interdisciplinary challenges.","","978-1-4673-4539-2","10.1109/Allerton.2012.6483443","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6483443","","Security;Games;Airports;Schedules;Ports (Computers);Resource management;Inspection","Bayes methods;game theory;national security;scheduling;uncertainty handling","computational game theory;unpredictable security schedules;Bayesian Stackelberg game;real-world use-inspired research;security game;adversarial uncertainty handling;bounded rationality;human adversaries;security posture;target priorities","","39","","45","","21 Mar 2013","","","IEEE","IEEE Conferences"
"SIP Flooding Attack Detection with a Multi-Dimensional Sketch Design","J. Tang; Y. Cheng; Y. Hao; W. Song","AT&T Labs,; Department of Electrical and Computer Engineering, Illinois Institute of Technology, 3301 S. Dearborn Street, Siegel Hall 103, Chicago; Juniper Networks,; Faculty of Computer Science, University of New Brunswick, Fredericton, Canada","IEEE Transactions on Dependable and Secure Computing","7 Nov 2014","2014","11","6","582","595","The session initiation protocol (SIP) is widely used for controlling multimedia communication sessions over the Internet Protocol (IP). Effectively detecting a flooding attack to the SIP proxy server is critical to ensure robust multimedia communications over the Internet. The existing flooding detection schemes are inefficient in detecting low-rate flooding from dynamic background traffic, or may even totally fail when flooding is launched in a multi-attribute manner by simultaneously manipulating different types of SIP messages. In this paper, we develop an online detection scheme for SIP flooding attacks, by integrating a novel three-dimensional sketch design with the Hellinger distance (HD) detection technique. In our sketch design, each SIP attribute is associated with a two-dimensional sketch hash table, which summarizes the incoming SIP messages into a probability distribution over the sketch table. The evolution of the probability distribution can then be monitored through HD analysis for flooding attack detection. Our three-dimensional design offers the benefit of high detection accuracy even for low-rate flooding, robust performance under multi-attribute flooding, and the capability of selectively discarding the offending SIP messages to prevent the attacks from bringing damages to the network. Furthermore, we design a scheme to control the distribution of the normal traffic over the sketch. Such a design ensures our detection scheme's effectiveness even under the severe distributed denial of service (DDoS) scenario, where attackers can flood over all the sketch table entries. In this paper, we not only theoretically analyze the performance of the proposed detection techniques, but also resort to extensive computer simulations to thoroughly examine the performance.","1941-0018","","10.1109/TDSC.2014.2302298","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6720187","Session initiation protocol;flooding attack;multi-dimensional sketch;Hellinger distance","High definition video;Session initiation protocol ;Protocols;Probability distribution","computer network security;IP networks;multimedia communication;signalling protocols;telecommunication traffic","SIP flooding attack detection;multidimensional sketch design;session initiation protocol;multimedia communication sessions;Internet protocol;SIP proxy server;robust multimedia communication;flooding detection scheme;low-rate flooding;dynamic background traffic;multiattribute manner;SIP messages;online detection scheme;three-dimensional sketch design;Hellinger distance detection technique;HD detection technique;SIP attribute;two-dimensional sketch hash table;probability distribution;HD analysis;three-dimensional design;high detection accuracy;robust performance;multiattribute flooding;normal traffic;distributed denial of service scenario;DDoS scenario;sketch table entry;computer simulation","","39","","26","IEEE","23 Jan 2014","","","IEEE","IEEE Journals"
"Towards Effective Network Intrusion Detection: From Concept to Creation on Azure Cloud","S. Rajagopal; P. P. Kundapur; H. K. S.","Department of Computer Applications, Manipal Institute of Technology, Manipal Academy of Higher Education (MAHE), Manipal, India; Department of Computer Applications, Manipal Institute of Technology, Manipal Academy of Higher Education (MAHE), Manipal, India; Department of Computer Applications, Manipal Institute of Technology, Manipal Academy of Higher Education (MAHE), Manipal, India","IEEE Access","3 Feb 2021","2021","9","","19723","19742","Network Intrusion Detection is one of the most researched topics in the field of computer security. Hacktivists use sophisticated tools to launch numerous attacks that hamper the confidentiality, integrity and availability of computer resources. There is an incessant need to safeguard these resources to avoid further damage. In the proposed study, we have presented a meta-classification approach using decision jungle to perform both binary and multiclass classification. We have established the robustness of our approach by configuring an optimal set of hyper-parameters coupled with relevant feature subsets using a production-ready environment namely Azure machine learning. We have validated the efficiency of the proposed design using three contemporary datasets namely UNSW NB-15, CICIDS 2017, and CICDDOS 2019. We could achieve an accuracy of 99.8% pertaining to UNSW NB-15 whereas the accuracy in the case of CICIDS 2017 and CICDDOS 2019 datasets has been 98% and 97% respectively. A distinctive ability of the proposed model lies in its finesse to detect thirty-three modern attack types considerably well. Unlike conventional stacking ensembles, the proposed solution relies on a train-test ratio of 40:60 to establish the legitimacy of predictions. We also conducted statistical significance tests to compare the performance of classifiers involved in the study. To extend the functionalities further, we have automated the proposed model that can be a reliable candidate for real-time network intrusion detection.","2169-3536","","10.1109/ACCESS.2021.3054688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9335932","Azure;Bayes point machine;Decision jungle;Fisher score;locally deep SVM;meta-classification;mutual information;Spearman correlation coefficient;stacking;significance tests","Machine learning;Machine learning algorithms;Automation;Stacking;Network intrusion detection;Classification algorithms;Support vector machines","cloud computing;computer network security;learning (artificial intelligence);pattern classification","Azure cloud;computer security;sophisticated tools;computer resources;decision jungle;binary classification;multiclass classification;optimal set;hyper-parameters;feature subsets;production-ready environment;Azure machine learning;contemporary datasets;UNSW NB-15;CICIDS 2017;CICDDOS 2019 datasets;thirty-three modern attack types;conventional stacking ensembles;train-test ratio;real-time network intrusion detection;meta-classification","","2","","84","CCBY","26 Jan 2021","","","IEEE","IEEE Journals"
"An IIoT Based ICS to Improve Safety Through Fast and Accurate Hazard Detection and Differentiation","A. Moradbeikie; K. Jamshidi; A. Bohlooli; J. Garcia; X. Masip-Bruin","Faculty of Computer Engineering, University of Isfahan, Isfahan, Iran; Faculty of Computer Engineering, University of Isfahan, Isfahan, Iran; Faculty of Computer Engineering, University of Isfahan, Isfahan, Iran; Advanced Network Architectures Lab (CRAAX), UPC BarcelonaTech, Vilanova i la Geltrú, Spain; Advanced Network Architectures Lab (CRAAX), UPC BarcelonaTech, Vilanova i la Geltrú, Spain","IEEE Access","23 Nov 2020","2020","8","","206942","206957","Safety and security of Industrial Control Systems (ICS) applied in many critical infrastructures is essential. In these systems, hazards can be due either to system failure or cyber-attacks factors. Accurate hazard detection and reducing reconfiguration time after hazard is one of the most important objectives in these systems. One of the procedures that can reduce the reconfiguration time is determining the cause of hazards and, based on the aforementioned factors, adopting the best commands in reconfiguration time. However, it is difficult to differentiate between different types of hazard because their effects on the system can be similar. With the advent of IoT into ICS, known as IIoT, it has become possible to differentiate the hazards through the adoption of data from different IIoT sensors in the environment. In this article, we propose a risk management approach that identifies hazards based on the physical nature of these systems with the support from the IIoT. The identified hazards fall into four categories: stealthy attack, random attack, transient failure, and permanent failure. Then, the reconfiguration process is run based on the proposed differentiation, which provides a better performance and reconfiguration time. In the experimental section, a fluid storage system is simulated, showing 97% correct differentiation of hazards and reducing in 60% the lost time in the system recovery reconfiguration.","2169-3536","","10.1109/ACCESS.2020.3037093","Spanish Ministry of Economy and Competitiveness and by the European Regional Development Fund(grant numbers:RTI2018-094532-B-I00 (MINECO/FEDER)); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9253625","Industrial control systems (ICS);IIoT;fault and attack detection;resilient control;system reconfiguration","Hazards;Sensors;Integrated circuits;Sensor systems;Security;Transient analysis;Risk management","control engineering computing;critical infrastructures;hazards;industrial control;Internet of Things;occupational safety;production engineering computing;risk management;security of data;system recovery","IIoT;ICS;hazard detection;system failure;reconfiguration time reduction;hazard identification;fluid storage system;system recovery reconfiguration;differentiation;industrial control system security;industrial control system safety;risk management;stealthy attack;random attack;transient failure;permanent failure","","","","41","CCBY","10 Nov 2020","","","IEEE","IEEE Journals"
"A Dynamic Trust Evaluation and Update Mechanism Based on C4.5 Decision Tree in Underwater Wireless Sensor Networks","J. Jiang; X. Zhu; G. Han; M. Guizani; L. Shu","Department of Information and Communication Systems, Hohai University, Changzhou, China; Department of Information and Communication Systems, Hohai University, Changzhou, China; Department of Information and Communication Systems, Hohai University, Changzhou, China; Department of Computer Science and College of Engineering, Qatar University, Doha, Qatar; College of Engineering, Nanjing Agricultural University, Nanjing, China","IEEE Transactions on Vehicular Technology","14 Aug 2020","2020","69","8","9031","9040","At present, Underwater Wireless Sensor Networks (UWSNs) have been widely used in enormous applications, and simultaneously face many security threats. The trust management mechanism plays an important role in protecting network security. Many theories, e.g., subjective logic, Bayesian, cloud model, entropy theory, evidence theory, etc., have been adopted to evaluate the node trust of wireless sensor networks. However, due to the unique characteristics of the underwater dynamic environment, the existing trust mechanisms used in traditional networks (such as P2P networks, Ad-hoc networks, etc.) cannot be directly used in UWSNs. Therefore, this paper proposes a new trust evaluation and update mechanism for underwater wireless sensor networks based on the C4.5 decision tree algorithm (TEUC). In the TEUC, trust evidences are first collected including data-based, link-based and node-based trust evidences. Then, the collected trust evidences are used to train the C4.5 decision tree. In addition, the reward and penalty factors are defined to update trust based on the sliding time window. Finally, simulation results demonstrate that the proposed algorithm outperforms the traditional ones in a dynamic network environment in terms of malicious node detection and energy consumption.","1939-9359","","10.1109/TVT.2020.2999566","National Basic Research Program of China (973 Program)(grant numbers:2018YFC0407900); Jiangsu Provincial Six Talent Peaks; National Natural Science Foundation of China(grant numbers:61971206); State Key Laboratory of Acoustics(grant numbers:SKLA201901); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9106851","UWSNs;trust evaluation;trust update;C4.5 decision tree","Wireless sensor networks;Security;Cloud computing;Entropy;Uncertainty;Heuristic algorithms;Decision trees","decision trees;marine communication;telecommunication security;wireless sensor networks","dynamic trust evaluation;update mechanism;underwater wireless sensor networks;trust management mechanism;network security;node trust;underwater dynamic environment;C4.5 decision tree algorithm;node-based trust evidences;collected trust evidences;dynamic network environment","","2","","37","IEEE","2 Jun 2020","","","IEEE","IEEE Journals"
"Controlling malware HTTP communications in dynamic analysis system using search engine","K. Aoki; T. Yagi; M. Iwamura; M. Itoh","NTT Information Sharing Platform Laboratories, NTT Corporation, 3-9-11, Midori-cho, Musashino-shi, Tokyo 180-8585, Japan; NTT Information Sharing Platform Laboratories, NTT Corporation, 3-9-11, Midori-cho, Musashino-shi, Tokyo 180-8585, Japan; NTT Information Sharing Platform Laboratories, NTT Corporation, 3-9-11, Midori-cho, Musashino-shi, Tokyo 180-8585, Japan; NTT Information Sharing Platform Laboratories, NTT Corporation, 3-9-11, Midori-cho, Musashino-shi, Tokyo 180-8585, Japan","2011 Third International Workshop on Cyberspace Safety and Security (CSS)","24 Oct 2011","2011","","","1","6","Malware is one of the most serious threats on the Internet. Countermeasures have been developed, but still many users are infected. Detecting and preventing communication by infected users from the network side would effectively mitigate the threats of malware. For this, we need to collect information about the destinations or payloads of malware communication. Dynamic analysis is usually used to obtain this information. Since some malware requires access to the Internet, e.g., bots and downloaders, the dynamic analysis environment must connect to the Internet. Recently developed malware communicates with remote hosts by HTTP protocol for not only command-and-control (C&C) or malware downloading but also attacks. For secure dynamic analysis in an environment with Internet connectivity, it is necessary to determine if the destination is for C&C or malware downloading and to only allow connection to these servers. We propose a dynamic analysis system with Internet connection that controls HTTP communication by using a search engine. To control HTTP connections, we built a classifier using a support vector machine based on the assumption that sites for C&C or malware downloading, for example, are harder to find and have a lower backlink count than benign sites. Our classifier, which is trained on popular URLs and URLs based on malware analysis, has 99.69% cross-validation accuracy. We evaluated other known benign popular sites with our classifier, and they were all classified as benign. Our evaluation confirms that our classifier can distinguish benign sites, so the proposed dynamic analysis system is effective for safe analysis in an environment with Internet connection.","","978-1-4577-1035-3","10.1109/CSS.2011.6058563","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6058563","malware;dynamic analysis;search engine;support vector machine","Internet;Protocols;Malware;Search engines;Irrigation;Payloads;Fires","command and control systems;Internet;invasive software;search engines;support vector machines;system monitoring;transport protocols","malware HTTP communications;secure dynamic analysis system;search engine;infected user detection;communication prevention;malware communication;HTTP protocol;command-and-control;malware downloading;Internet connection;support vector machine;URLs;malware analysis","","17","","20","","24 Oct 2011","","","IEEE","IEEE Conferences"
"A Blockchain Data Balance Using a Generative Adversarial Network Approach: Application to Smart House IDS","W. Bouzeraib; A. Ghenai; N. Zeghib","Constantine 2 University,LIRE Laboratory,Constantine,Algeria; Constantine 2 University,LIRE Laboratory,Constantine,Algeria; Constantine 2 University,LIRE Laboratory,Constantine,Algeria","2020 International Conference on Advanced Aspects of Software Engineering (ICAASE)","19 Mar 2021","2020","","","1","6","The rapid development of information and communication technologies makes the Internet of Things (IoT) devices much more complex and heterogeneous. In this context, the massive end devices (IoTs) and the large volume of data raise security and privacy challenges. To tackle these issues, the joint use of the Bockchain (BC) and Machine Learning (ML) seems attractive to achieve decentralized, secure, intelligent and efficient management of networks. On the one hand, the BC can greatly facilitate the sharing of training data and ML models, the decentralization of intelligence, security, privacy and reliable ML decision-making. On the other hand, ML may have significant impacts on the development of BC in communications and networking systems, including energy and resource efficiency, scalability, security, privacy and smart contracting. An important aspect of security intends to detect unusual and potentially inappropriate activities according to traffic patterns. This paper focuses on the problem of imbalance data where the number of abnormal samples is significantly lower than that of the normal (secure) ones. In particular, this paper presents a new equilibrium model based on an exciting recent innovation in ML namely Generator Adverse Networks (GANs) to address the problem of class imbalance and data noise to Intrusion Detection System (IDS) performance. The proposed approach use is illustrated by a case study: a smart house system-based scenario.","","978-1-6654-2231-4","10.1109/ICAASE51408.2020.9380110","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9380110","Blockchain;Generative Adversarial Network (GAN);Internet of Things (IoT);Intrusion Detection System IDS;Machine Learning;Security","Data privacy;Blockchain;Generative adversarial networks;Feature extraction;Data models;Security;Internet of Things","blockchains;computer network reliability;computer network security;decision making;Internet of Things;learning (artificial intelligence);neural nets","blockchain data balance;generative adversarial network approach;smart house IDS;communication technologies;Internet of Things devices;IoT;training data;ML models;resource efficiency;smart contracting;intrusion detection system performance;smart house system-based scenario;BC;machine learning;GAN","","","","31","","19 Mar 2021","","","IEEE","IEEE Conferences"
"Challenges and reflections in designing Cyber security curriculum","H. Santos; T. Pereira; I. Mendes","Department of Information Systems, University of Minho, Guimarães, Portugal; Polytechnic Institute of Viana do Castelo, Portugal; Algoritmi Research Center, University of Minho, Guimarães, Portugal","2017 IEEE World Engineering Education Conference (EDUNINE)","4 May 2017","2017","","","47","51","Recently it has been noticed an increased number of cyber-incidents, sometimes causing seriously impact to organizations and governments. Cyberattacks exploits a variety of technological and social vulnerabilities to achieve a malicious objective. The emergence of new and sophisticated Cyberthreats demand very skilled operators with a solid knowledge about concepts and technologies related to Cybersecurity and Cyberdefense. However, the landscape of this base knowledge is very diverse in nature, requiring agile learning methods, besides a very demanding training process limited by the intrinsic technology's complexity and broad range of application domains. Although existing Cybersecurity and Cyberdefense curricula spans a wide array of topics and training strategies, its programs content lack focus on some particular aspect, like depth of education/training and its link to professional development. This paper intends to provide some reflections regarding the curricula contents that should be considered when a graduate level curriculum in cybersecurity is designed.","","978-1-5090-4886-1","10.1109/EDUNINE.2017.7918179","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7918179","Cybersecurity;Information Security;Cyberdefense;Cyberattacks;Curriculum;Cybersecurity training;Curriculum Development;Cybersecurity Body of Knoweledge","Computer security;Training;Government;Context;Reflection","security of data;training","cybersecurity curriculum design;cyberattacks;technological vulnerabilities;social vulnerabilities;cyberthreats;cyberdefense;professional development;curricula contents;graduate level curriculum","","6","","20","","4 May 2017","","","IEEE","IEEE Conferences"
"Detection and Forensics against Stealthy Data Falsification in Smart Metering Infrastructure","S. Bhattacharjee; S. K. Das","Department of Computer Science, Western Michigan University, Kalamazoo, MI, USA; Department of Computer Science, Missouri University of Science and Technology, Rolla, MO, USA","IEEE Transactions on Dependable and Secure Computing","7 Jan 2021","2021","18","1","356","371","False power consumption data injected from compromised smart meters in Advanced Metering Infrastructure (AMI) of smart grids is a threat that negatively affects both customers and utilities. In particular, organized and stealthy adversaries can launch various types of data falsification attacks from multiple meters using smart or persistent strategies. In this paper, we propose a real time, two tier attack detection scheme to detect orchestrated data falsification under a sophisticated threat model in decentralized micro-grids. The first detection tier monitors whether the Harmonic to Arithmetic Mean Ratio of aggregated daily power consumption data is outside a normal range known as safe margin. To confirm whether discrepancies in the first detection tier is indeed an attack, the second detection tier monitors the sum of the residuals (difference) between the proposed ratio metric and the safe margin over a frame of multiple days. If the sum of residuals is beyond a standard limit range, the presence of a data falsification attack is confirmed. Both the `safe margins' and the `standard limits' are designed through a `system identification phase', where the signature of proposed metrics under normal conditions are studied using real AMI micro-grid data sets from two different countries over multiple years. Subsequently, we show how the proposed metrics trigger unique signatures under various attacks which aids in attack reconstruction and also limit the impact of persistent attacks. Unlike metrics such as CUSUM or EWMA, the stability of the proposed metrics under normal conditions allows successful real time detection of various stealthy attacks with ultra-low false alarms.","1941-0018","","10.1109/TDSC.2018.2889729","National Science Foundation(grant numbers:CNS-1818942,CNS-1545037,CNS-1545050,DGE-1433659); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8588368","Statistical anomaly detection;cyber-physical security;smart grid;false data injection;data falsification","Measurement;Power demand;Meters;Smart meters;Standards;Real-time systems;Aggregates","computer network security;power consumption;power engineering computing;smart meters;smart power grids;telecommunication security","stealthy data falsification;smart Metering Infrastructure;false power consumption data;compromised smart meters;Advanced Metering Infrastructure;smart grids;organized adversaries;stealthy adversaries;data falsification attacks;multiple meters;smart strategies;persistent strategies;tier attack detection scheme;orchestrated data falsification;sophisticated threat model;decentralized microgrids;detection tier monitors;Arithmetic Mean Ratio;aggregated daily power consumption data;normal range;safe margin;residuals;ratio metric;multiple days;standard limit range;AMI microgrid data sets;multiple years;metrics trigger unique signatures;attack reconstruction;persistent attacks;stealthy attacks","","2","","37","IEEE","25 Dec 2018","","","IEEE","IEEE Journals"
"Towards a science of anomaly detection system evasion","M. Q. Ali; A. B. Ashfaq; E. Al-Shaer; Q. Duan","Symantec Corporation, Mountain View, CA, USA; National University of Sciences and Technology, Pakistan; Department of Software and Information Systems, University of North Carolina Charlotte, NC, USA; Department of Software and Information Systems, University of North Carolina Charlotte, NC, USA","2015 IEEE Conference on Communications and Network Security (CNS)","7 Dec 2015","2015","","","460","468","A fundamental drawback of current anomaly detection systems (ADSs) is the ability of a skilled attacker to evade detection. This is due to the flawed assumption that an attacker does not have any information about an ADS. Advanced persistent threats that are capable of monitoring network behavior can always estimate some information about ADSs which makes these ADSs susceptible to evasion attacks. Hence in this paper, we first assume the role of an attacker to launch evasion attacks on anomaly detection systems. We show that the ADSs can be completely paralyzed by parameter estimation attacks. We then present a mathematical model to measure evasion margin with the aim to understand the science of evasion due to ADS design. Finally, to minimize the evasion margin, we propose a key-based randomization scheme for existing ADSs and discuss its robustness against evasion attacks. Case studies are presented to illustrate the design methodology and extensive experimentation is performed to corroborate the results.","","978-1-4673-7876-5","10.1109/CNS.2015.7346858","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7346858","","Entropy;Intrusion detection;Detectors;Parameter estimation;Estimation;Grippers","computer network security","anomaly detection system evasion;launch evasion attack;parameter estimation attacks;key based randomization scheme;evade detection;intrusion detection system","","","","24","","7 Dec 2015","","","IEEE","IEEE Conferences"
"A Cyber Kill Chain Model for Distributed Energy Resources (DER) Aggregation Systems","B. Ahn; T. Kim; J. Choi; S. -w. Park; K. Park; D. Won","Texas A&M University-Kingsville Kingsville,Department of Electrical Engineering and Computer Science,TX,USA,78363; Texas A&M University-Kingsville Kingsville,Department of Electrical Engineering and Computer Science,TX,USA,78363; Texas A&M University-Kingsville Kingsville,Department of Electrical Engineering and Computer Science,TX,USA,78363; Texas A&M University-Kingsville Kingsville,Department of Electrical Engineering and Computer Science,TX,USA,78363; Inha University Incheon,Department of Electrical and Computer Engineering,South Korea,22212; Inha University Incheon,Department of Electrical and Computer Engineering,South Korea,22212","2021 IEEE Power & Energy Society Innovative Smart Grid Technologies Conference (ISGT)","16 Mar 2021","2021","","","1","5","Increasing penetration of networked distributed energy resources (DER) in electric power systems managed by multiparty are expanding the power system attack surface. An outstanding threat is sophisticated attackers who possess extensive knowledge of the systems and keep trying to attack DER systems, which have not been well mitigated by existing defense strategies. This paper explores a cyber kill chain model for a DER aggregation system based on a latest METRE's cyber kill chain model to model possible attack phases and requirement of defensive actions per each attack step, eventually toward detecting and neutralizing the intent of the sophisticated attackers.","2472-8152","978-1-7281-8897-3","10.1109/ISGT49243.2021.9372209","Republic of Korea's MSIT (Ministry of Science ICT(grant numbers:2020-0-01540); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9372209","Advanced persistent threats (APT);cyber kill chain;cyber security;distributed energy resources aggregator","Energy resources;Power system dynamics;Distributed databases;Distributed power generation;Smart grids;Security","power engineering computing;power system protection;security of data","networked distributed energy resources;electric power systems;power system attack surface;DER aggregation system;cyber kill chain model;attack phases;distributed energy resources aggregation systems;defense strategies","","1","","20","","16 Mar 2021","","","IEEE","IEEE Conferences"
"Lightweight Testbed for Cybersecurity Experiments in SCADA-based Systems","M. Khan; O. Rehman; I. M. H. Rahman; S. Ali","Bahria University,Department of Software Engineering,Karachi,Pakistan; Bahria University,Department of Software Engineering,Karachi,Pakistan; The Open Polytechnic of New Zealand,Wellington,New Zealand; Sultan Qaboos University,Department of Information Systems,Muscat,Oman","2020 International Conference on Computing and Information Technology (ICCIT-1441)","23 Nov 2020","2020","","","1","5","A rapid rise in cyber-attacks on Cyber Physical Systems (CPS) has been observed in the last decade. It becomes even more concerning that several of these attacks were on critical infrastructures that indeed succeeded and resulted into significant physical and financial damages. Experimental testbeds capable of providing flexible, scalable and interoperable platform for executing various cybersecurity experiments is highly in need by all stakeholders. A container-based SCADA testbed is presented in this work as a potential platform for executing cybersecurity experiments. Through this testbed, a network traffic containing ARP spoofing is generated that represents a Man in the middle (MITM) attack. While doing so, scanning of different systems within the network is performed which represents a reconnaissance attack. The network traffic generated by both ARP spoofing and network scanning are captured and further used for preparing a dataset. The dataset is utilized for training a network classification model through a machine learning algorithm. Performance of the trained model is evaluated through a series of tests where promising results are obtained.","","978-1-7281-2680-7","10.1109/ICCIT-144147971.2020.9213791","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9213791","ARP spoofing;Docker;Reconnaissance attack;SCADA;Testbed","Containers;Critical infrastructure;Computer security;Telecommunication traffic;Protocols;Open area test sites","computer network security;learning (artificial intelligence);pattern classification;SCADA systems","MITM attack;machine learning;network classification model;network scanning;reconnaissance attack;man in the middle attack;ARP spoofing;network traffic;container-based SCADA testbed;interoperable platform;experimental testbeds;financial damages;physical damages;critical infrastructures;cyber physical systems;cyber-attacks;SCADA-based Systems;cybersecurity experiments","","","","22","","23 Nov 2020","","","IEEE","IEEE Conferences"
