"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"On securing IoT from Deep Learning perspective","Y. Otoum; A. Nayak","University of Ottawa,School of Electrical Engineering and Computer Science,Canada; University of Ottawa,School of Electrical Engineering and Computer Science,Canada","2020 IEEE Symposium on Computers and Communications (ISCC)","12 Oct 2020","2020","","","1","7","The extensive growth of the Internet of Things (IoT) has impacted diverse applications, including smart homes and cities, Intelligent Transport Systems (ITS) and smart factories. IoT integrates billions of smart devices -predicted to increase from 27 billion in 2017 to 125 billion by 2030- and manages communication between them. This degree of expanded connectivity requires extensive further analysis with respect to security, and the involvement of millions of factors and users increases vulnerability in IoT environments. However, Deep Learning (DL) approaches, which originated from machine learning (ML), have been efficient in many research fields, and current studies show the effectiveness of DL for IoT security applications. In this paper, we present detailed analyses of IoT security requirements and challenges, discuss the specific role of DL and review state-of-art research work in IoT environments using DL approaches. We also performed comparative analysis of DL algorithms such as RNN, LSTM, CNN, DBN and AE. And finally, we identified research issues in the current investigations, and outlined the future directions of DL algorithms in IoT security domains.","2642-7389","978-1-7281-8086-1","10.1109/ISCC50000.2020.9219671","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9219671","","","Internet of Things;learning (artificial intelligence);neural nets;security of data","IoT security;machine learning;deep learning;smart devices;smart factories;intelligent transport systems;smart homes","","","","39","","12 Oct 2020","","","IEEE","IEEE Conferences"
"Using Side Channel Information and Artificial Intelligence for Malware Detection","P. Maxwell; D. Niblick; D. C. Ruiz","United States Military Academy,Army Cyber Institute,West Point,NY,USA; United States Military Academy,Dept. of Electrical Engineering and Computer Science,West Point,NY,USA; United States Military Academy,Dept. of Electrical Engineering and Computer Science,West Point,NY,USA","2021 IEEE International Conference on Artificial Intelligence and Computer Applications (ICAICA)","2 Aug 2021","2021","","","408","413","Cybersecurity continues to be a difficult issue for society especially as the number of networked systems grows. Techniques to protect these systems range from rules-based to artificial intelligence-based intrusion detection systems and anti-virus tools. These systems rely upon the information contained in network packets and downloaded executables to function. Side channel information leaked from hardware has been shown to reveal secret information in systems such as encryption keys. Computers provide many side channels such as temperature, access rates, operational frequencies, and voltages that can provide insight into what is running on a system. This work demonstrates that this side channel information can be used to detect malware running on a computing platform without access to the code involved.","","978-1-6654-1867-6","10.1109/ICAICA52286.2021.9498094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9498094","artificial intelligence;side channel analysis;malware;cybersecurity","Computers;Conferences;Intrusion detection;Computer applications;Tools;Malware;Hardware","artificial intelligence;computer network security;cryptography;invasive software","artificial intelligence;anti-virus tools;network packets;side channel information;secret information;malware detection;difficult issue;networked systems;rules-based intrusion detection systems;cybersecurity;downloaded executables;encryption keys;access rates;operational frequencies;computing platform","","","","27","","2 Aug 2021","","","IEEE","IEEE Conferences"
"POWERALERT: Integrity Checking Using Power Measurement and a Game-Theoretic Strategy","A. M. Fawaz; M. A. Noureddine; W. H. Sanders","Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA; Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA; Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA","2018 48th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN)","23 Jul 2018","2018","","","514","525","We propose POWERALERT, an efficient external integrity checker for untrusted hosts. Current attestation systems suffer from shortcomings, including requiring a complete checksum of the code segment, from being static, use of timing information sourced from the untrusted machine, or using imprecise timing information such as network round-trip time. We address those shortcomings by (1) using power measurements from the host to ensure that the checking code is executed and (2) checking a subset of the kernel space over an extended period. We compare the power measurement against a learned power model of the execution of the machine and validate that the execution was not tampered. Finally, POWERALERT randomizes the integrity checking program to prevent the attacker from adapting. We model the interaction between POWERALERT and an attacker as a time-continuous game. The Nash equilibrium strategy of the game shows that POWERALERT has two optimal strategy choices: (1) aggressive checking that forces the attacker into hiding, or (2) slow checking that minimizes cost. We implement a prototype of POWERALERT using Raspberry Pi and evaluate the performance of the integrity checking program generation.","2158-3927","978-1-5386-5596-2","10.1109/DSN.2018.00059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8416511","integrity checking;game theory;attestation;power attestation","Current measurement;Kernel;Security;Adaptation models;Protocols;Frequency measurement","data integrity;game theory;power aware computing","code segment;network round-trip time;power measurement;checking code;POWERALERT;Nash equilibrium strategy;integrity checking program generation;game-theoretic strategy;timing information;attestation systems;Raspberry Pi","","","","30","","23 Jul 2018","","","IEEE","IEEE Conferences"
"Malware Detection System by Payload Analysis of Network Traffic","L. J. G. Villalba; A. L. S. Orozco; J. M. Vidal","Univ. Complutense de Madrid (UCM), Madrid, Spain; Univ. Complutense de Madrid (UCM), Madrid, Spain; Univ. Complutense de Madrid (UCM), Madrid, Spain","IEEE Latin America Transactions","26 Mar 2015","2015","13","3","850","855","This paper presents a system for detecting intrusions when analyzing the network traffic payload looking for malware evidences. The system implements the detection algorithm as a Snort preprocessor component. Since they work together, a highly effective system against known attacks has been achieved (based on Snort rules) and a highly effective system against unknown threats (which was the main aim of the designed system). As the majority of such systems, the proposal consists of two phases: a training phase and a detection phase. During the training phase a statistical model of the legitimate network usage is created through Bloom Filters and N-grams techniques. Subsequently, the results obtained by analyzing a dataset of attacks are compared with such model. This will allow a set of rules to be developed which will be able to determine whether the packets payloads contain malware. In the detection phase, the traffic to analyze is compared with the model created in the training phase and the results obtained when applying rules. The performed experiments showed really satisfactory results, with 100% malware detection and just 0.15% false positives.","1548-0992","","10.1109/TLA.2015.7069114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7069114","Anomaly;Bloom Filter;IDS;Intrusion Detection System;Malware;N-Gram;Network Intrusion Detection System;NIDS;Payload;Preprocessor;Snort","Malware;Intrusion detection;Payloads;Detectors;Silicon compounds;Computer science;Training","invasive software;statistical analysis","anomaly-based network intrusion detection system;network traffic;malware detection;Snort preprocessor component;training phase;detection phase;statistical model;bloom filter;N-grams technique","","2","","","","26 Mar 2015","","","IEEE","IEEE Journals"
"Resilient Control Design for Vehicular Platooning in an Adversarial Environment","S. Dadras; S. Dadras; C. Winstead","Utah State University, Logan, UT, 84322, USA; Utah State University, Logan, UT, 84322, USA; Utah State University, Logan, UT, 84322, USA","2019 American Control Conference (ACC)","29 Aug 2019","2019","","","533","538","In this paper, we propose a mitigation scheme to prevent an attacker from causing collisions in a vehicular platoon under a gain modification attack. A control algorithm, based on fractional-order calculus and using only local sensor information, is shown to significantly alleviate the impact of the attacker. The control is incorporated into the system when attacker(s) is (are) detected. We prove that once the stream has been destabilized and its states continually deviate from the desired trajectories, the attacker can be interrupted by another member of platoon. Simulations demonstrate that by applying our proposed control method, collisions are eliminated despite the attacker maliciously altering its gain such that system becomes unstable or shows oscillatory behavior.","2378-5861","978-1-5386-7926-5","10.23919/ACC.2019.8814721","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8814721","","Cyberattack;Calculus;Vehicle dynamics;Control design;Computers","calculus;collision avoidance;control system synthesis;road traffic control;road vehicles","oscillatory behavior;control method;local sensor information;fractional-order calculus;control algorithm;gain modification attack;vehicular platoon;mitigation scheme;adversarial environment;vehicular platooning;resilient control design","","2","","25","","29 Aug 2019","","","IEEE","IEEE Conferences"
"A novel web content spoofing technique on WLAN and its countermeasures","S. Jitpukdebodin; R. Chokngamwong; S. Kungpisdan","Faculty of Information Science and Technology, Mahanakorn University of Technology, Bangkok, Thailand; Faculty of Information Science and Technology, Mahanakorn University of Technology, Bangkok, Thailand; Global Enterprise Management Center, Faculty of Engineering, Mahidol University, Bangkok, Thailand","2014 14th International Symposium on Communications and Information Technologies (ISCIT)","19 Jan 2015","2014","","","254","258","Nowadays, wireless local area networks have become very popular. However, there are some concerns related to clear text data transmission over wireless networks that results in a number of attacks including Sniffing, ARP Poisoning, and Man-In-The-Middle. On one hand, a number of research focuses on countermeasures. On the other hand, some research focuses on exploring new vulnerabilities in wireless networks but it can detect with IDS. In this paper, we introduce a new technique that is considered as a stealth attack for web user over wireless networks. The proposed technique creates a crafting spoof web content and sends it to a user before the geniune web content from a website is transmitted to the user. This technique can avoid detection of existing IDS. We also suggest a countermeasure against the proposed technique.","","978-1-4799-4416-3","10.1109/ISCIT.2014.7011911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7011911","Stealth Attack;Network Layer Attack;Intrusion Detection System:IDS;Spoof and Response;Phishing","Wireless LAN;Wireless communication;Browsers;Communication system security;Security;IEEE 802.11 Standards;Web pages","data communication;security of data;Web sites;wireless LAN","Web content spoofing technique;wireless local area networks;WLAN;text data transmission;ARP poisoning;man-in-the-middle;intrusion detection system;IDS;stealth attack;Web user;website","","2","","6","","19 Jan 2015","","","IEEE","IEEE Conferences"
"Detecting IRC-based Botnets by Network Traffic Analysis Through Machine Learning","X. J. Li; M. Ma; Y. L. Yen","Auckland University of Technology,Department of EEE,New Zealand; School of EEE, Nanyang Technological University,Singapore; School of EEE, Nanyang Technological University,Singapore","2019 29th International Telecommunication Networks and Applications Conference (ITNAC)","27 Apr 2020","2019","","","1","6","Cybersecurity becomes increasingly important as information and communications technology (ICT) is adopted throughout the world. Cyber attacks can happen both externally and internally. With majority of cyber attacks being executed by insiders, it is important to detect insider attacks and even prevent them. This paper studies how to apply machine learning in analyzing network traffic to detect insider attacks, particularly in the area of botnet detection. Different from existing work considered two types of Hyper Text Transfer Protocol (HTTP)-based botnets, we consider two types of popular Internet Relay Chat (IRC)-based botnets. With selected flow characteristics, experimental results show that the proposed detection model can achieve a true positive rate of over 96%, with a false positive rate of less than 5%.","2474-154X","978-1-7281-3673-8","10.1109/ITNAC46935.2019.9077964","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9077964","Cybersecurity;Botnet;Distributed denial-of-service;Traitors;Masqueraders;Unintentional perpetrators","","computer network security;Internet;invasive software;telecommunication traffic;transport protocols","Internet relay chat-based botnets;HTTP-based botnet;cybersecurity;hyper text transfer protocol-based botnets;cyber attacks;network traffic analysis;IRC-based botnets;detection model;botnet detection;machine learning","","","","14","","27 Apr 2020","","","IEEE","IEEE Conferences"
"Conditional Variational Auto-Encoder and Extreme Value Theory Aided Two-Stage Learning Approach for Intelligent Fine-Grained Known/Unknown Intrusion Detection","J. Yang; X. Chen; S. Chen; X. Jiang; X. Tan","School of Information Science and Technology, University of Science and Technology of China, Hefei, China; School of Information Science and Technology, University of Science and Technology of China, Hefei, China; School of Information Science and Technology, University of Science and Technology of China, Hefei, China; School of Information Science and Technology, University of Science and Technology of China, Hefei, China; School of Information Science and Technology, University of Science and Technology of China, Hefei, China","IEEE Transactions on Information Forensics and Security","1 Jul 2021","2021","16","","3538","3553","Promptly discovering unknown network attacks is critical for reducing the risk of major loss imposed on organizations and information infrastructure. This paper aims at developing an intelligent intrusion detection system capable of classifying known attacks as well as inferring unknown ones. To achieve this, we formulate the problem of fine-grained known/unknown intrusion detection as a two-stage minimization problem, where the first stage is to seek a score measure for minimizing the empirical risk of misclassifying the known attacks, while the second stage is to find another score measure for minimizing the identification risk of inferring unknown attacks. The hierarchical nature of problem formulation allows us to employ the class conditioned auto-encoders to construct a hierarchical intrusion detection framework. Since the reconstruction errors of unknown attacks are generally higher than that of the known attacks, we further employ extreme value theory in the second stage to model the distribution of reconstruction errors for differentiating known/unknown attack. To further reduce the false positive rate, we add a benign clustering module for learning the multimodal distribution of benign traffic. We conduct an experiment on two widely used datasets for assessing intrusion detection. The results show that the proposed method improves the detection rate of unknown attacks while keeping a low false positive rate.","1556-6021","","10.1109/TIFS.2021.3083422","National Key Research and Development Program of China(grant numbers:2018YFF01012200); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439944","Intrusion detection;artificial intelligence;auto-encoder;extreme value theory","Intrusion detection;Feature extraction;Machine learning;Support vector machines;Anomaly detection;Training;Deep learning","learning (artificial intelligence);neural nets;security of data","two-stage minimization problem;score measure;class conditioned auto-encoders;hierarchical intrusion detection framework;conditional variational auto-encoder;extreme value theory aided two-stage learning approach;unknown network attacks;intelligent intrusion detection system;intelligent fine-grained known intrusion detection;intelligent fine-grained unknown intrusion detection","","","","39","IEEE","24 May 2021","","","IEEE","IEEE Journals"
"An effective trust based defense mechanism to thwart malicious attack in smart grid communication network","D. Velusamy; G. Pugalendhi","Department of Information Technology, Anna University Regional Campus, Coimbatore, TamilNadu, India; Department of Information Technology, Anna University Regional Campus, Coimbatore, TamilNadu, India","2017 IEEE International Conference on Intelligent Techniques in Control, Optimization and Signal Processing (INCOS)","1 Mar 2018","2017","","","1","9","Owing to the openness, smart grid communication network (SGCN) is vulnerable to several security attacks during data transmission. Providing effective security measures to improve network availability is a significant issue in SGCN, since network unavailability result in the loss of real-time monitoring of power infrastructures. The highly interconnected SGCN network is susceptible to packet dropping attacks between data aggregation points. In this paper, a probability based trust calculation method is proposed to thwart the malicious packet dropping attack. Trust evaluation is done using one-hop, multi-hop, hybrid and total trust to thwart malicious attacks. At each stage, suitable equations are provided to eliminate misbehaving attack, on-off attack and bad-mouthing attack. Simulations are conducted to determine the significant performance of the trust based network by changing the number of fraudulent nodes. The simulation result shows that the proposed probability based trust calculation model provides secured communication and reduces data loss in the network.","","978-1-5090-4778-9","10.1109/ITCOSP.2017.8303102","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8303102","Smart Grid Communication Network;Security;Trust Evaluation;Probability model","Smart grids;Mathematical model;Smart meters;Communication networks;Security;Routing;Wide area networks","computer network security;security of data;smart power grids;trusted computing","probability based trust calculation model;trust based network;bad-mouthing attack;misbehaving attack;trust evaluation;malicious packet dropping attack;probability based trust calculation method;data aggregation points;packet dropping attacks;highly interconnected SGCN network;network unavailability result;network availability;effective security measures;data transmission;security attacks;smart grid communication network;malicious attack;effective trust based defense mechanism","","1","","9","","1 Mar 2018","","","IEEE","IEEE Conferences"
"Outsmarting Network Security with SDN Teleportation","K. Thimmaraju; L. Schiff; S. Schmid","Security in Telecommun., Tech. Univ. Berlin, Berlin, Germany; GuardiCore Labs., Tel Aviv, Israel; Dept. of Comput. Sci., Aalborg Univ., Aalborg, Denmark","2017 IEEE European Symposium on Security and Privacy (EuroS&P)","3 Jul 2017","2017","","","563","578","Software-defined networking is considered a promising new paradigm, enabling more reliable and formally verifiable communication networks. However, this paper shows that the separation of the control plane from the data plane, which lies at the heart of Software-Defined Networks (SDNs), introduces a new vulnerability which we call teleportation. An attacker (e.g., a malicious switch in the data plane or a host connected to the network) can use teleportation to transmit information via the control plane and bypass critical network functions in the data plane (e.g., a firewall), and to violate security policies as well as logical and even physical separations. This paper characterizes the design space for teleportation attacks theoretically, and then identifies four different teleportation techniques. We demonstrate and discuss how these techniques can be exploited for different attacks (e.g., exfiltrating confidential data at high rates), and also initiate the discussion of possible countermeasures. Generally, and given today's trend toward more intent-based networking, we believe that our findings are relevant beyond the use cases considered in this paper.","","978-1-5090-5762-7","10.1109/EuroSP.2017.21","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7962003","SDN;Security;Network Security;Covert Channels;Malicious Switch;Backdoors","Switches;Teleportation;Security;Internet;Heart;Software","computer network security;software defined networking","network security;SDN teleportation;software-defined networking;formally verifiable communication networks;control plane separation;data plane;critical network functions;security policies;design space;teleportation attacks;intent-based networking","","7","","44","","3 Jul 2017","","","IEEE","IEEE Conferences"
"SoK: Security and Privacy in Machine Learning","N. Papernot; P. McDaniel; A. Sinha; M. P. Wellman",NA; NA; NA; NA,"2018 IEEE European Symposium on Security and Privacy (EuroS&P)","9 Jul 2018","2018","","","399","414","Advances in machine learning (ML) in recent years have enabled a dizzying array of applications such as data analytics, autonomous systems, and security diagnostics. ML is now pervasive-new systems and models are being deployed in every domain imaginable, leading to widespread deployment of software based inference and decision making. There is growing recognition that ML exposes new vulnerabilities in software systems, yet the technical community's understanding of the nature and extent of these vulnerabilities remains limited. We systematize findings on ML security and privacy, focusing on attacks identified on these systems and defenses crafted to date.We articulate a comprehensive threat model for ML, and categorize attacks and defenses within an adversarial framework. Key insights resulting from works both in the ML and security communities are identified and the effectiveness of approaches are related to structural elements of ML algorithms and the data used to train them. In particular, it is apparent that constructing a theoretical understanding of the sensitivity of modern ML algorithms to the data they analyze, à la PAC theory, will foster a science of security and privacy in ML.","","978-1-5386-4228-3","10.1109/EuroSP.2018.00035","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406613","security;privacy;machine learning","Security;Machine learning;Data models;Training;Privacy;Computational modeling;Analytical models","data privacy;decision making;learning (artificial intelligence);security of data","software based inference;decision making;vulnerabilities;software systems;security communities;machine learning;ML algorithms;ML privacy;ML security","","51","","115","","9 Jul 2018","","","IEEE","IEEE Conferences"
"Cybersecurity in the Era of Data Science: Examining New Adversarial Models","B. Yener; T. Gal","Computer Science, Renssellaer Polytechnic Institute, Troy, New York United States; Morgan Stanley, United States","IEEE Security & Privacy","30 Oct 2019","2019","17","6","46","53","The ever-increasing volume, variety, and velocity of threats dictates a big data problem in cybersecurity and necessitates deployment of AI and machine-learning (ML) algorithms. The limitations and vulnerabilities of AI/ML systems, combined with complexity of data, introduce a new adversarial model, which is defined and discussed in this article.","1558-4046","","10.1109/MSEC.2019.2907097","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8705390","","Data models;Malware;Artificial intelligence;Computer security;Big Data;Real-time systems","Big Data;learning (artificial intelligence);security of data","cybersecurity;data science;big data problem;machine-learning;adversarial model;AI/ML systems","","1","","18","IEEE","3 May 2019","","","IEEE","IEEE Magazines"
"Deep Learning-Based Intrusion Detection for IoT Networks","M. Ge; X. Fu; N. Syed; Z. Baig; G. Teo; A. Robles-Kelly",Deakin University; Telstra Network Services NZ Limited; Edith Cowan University; Deakin University; University of Canterbury; Deakin University,"2019 IEEE 24th Pacific Rim International Symposium on Dependable Computing (PRDC)","9 Jan 2020","2019","","","256","25609","Internet of Things (IoT) has an immense potential for a plethora of applications ranging from healthcare automation to defence networks and the power grid. The security of an IoT network is essentially paramount to the security of the underlying computing and communication infrastructure. However, due to constrained resources and limited computational capabilities, IoT networks are prone to various attacks. Thus, safeguarding the IoT network from adversarial attacks is of vital importance and can be realised through planning and deployment of effective security controls; one such control being an intrusion detection system. In this paper, we present a novel intrusion detection scheme for IoT networks that classifies traffic flow through the application of deep learning concepts. We adopt a newly published IoT dataset and generate generic features from the field information in packet level. We develop a feed-forward neural networks model for binary and multi-class classification including denial of service, distributed denial of service, reconnaissance and information theft attacks against IoT devices. Results obtained through the evaluation of the proposed scheme via the processed dataset illustrate a high classification accuracy.","2473-3105","978-1-7281-4961-5","10.1109/PRDC47002.2019.00056","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8952154","Internet of Thing;Intrusion Detection;Feed Forward Neural Networks;Denial of Service Attacks","","computer network security;feedforward neural nets;Internet of Things;learning (artificial intelligence);pattern classification;telecommunication traffic","IoT devices;IoT network;IoT dataset;feed-forward neural networks model;Internet of Things;deep learning-based intrusion detection;healthcare automation;defence networks;power grid;communication infrastructure;computing infrastructure;security controls;traffic flow;packet level;field information;multiclass classification;binary classification;distributed denial of service;information theft attacks;reconnaissance attacks","","18","","19","","9 Jan 2020","","","IEEE","IEEE Conferences"
"Determining User Behaviour Using System Calls To Prevent Internal Intrusions","M. D. Bhat; P. A. Pandita; H. A. Chheda; J. Ramteke","Sardar Patel Institute Of Technology,Mumbai,India,400059; Sardar Patel Institute Of Technology,Mumbai,India,400059; Sardar Patel Institute Of Technology,Mumbai,India,400059; Sardar Patel Institute Of Technology,Mumbai,India,400059","2020 IEEE 5th International Conference on Computing Communication and Automation (ICCCA)","10 Nov 2020","2020","","","40","45","Today the most common method of authentication used in modern day systems is username and password authentication.It has been found that many coworkers share their login credentials with each other which basically makes username and password authentication as one of the most susceptible points that can be exploited. Most of the systems that are in use today protect the system against the external threats only by using firewalls and intrusion detection systems, which leaves the system susceptible to all the internal threats.Internal threats arise from the individuals who are valid and genuine users of the system and are hard to detect as nobody is looking for them. In order to solve the problem of internal attacks and prevent the system from data leaks that take place from the inside some work needs to be done.It has been found out that by analysing System calls generated by operations are helpful in determining the behaviour of a user. So, we propose a method to determine the behaviour of a user from system calls using data mining and forensic analysis to prevent the system from internal intrusions. The proposed system will keep a track of all the users in the system and make their profiles which will contain their usage habits which are used as forensic features to determine whether a user logged in the system is the valid user or not by comparing his current system usage behaviour with the patterns already collected in the users personal profile which is managed by the admin.","2642-7354","978-1-7281-6324-6","10.1109/ICCCA49541.2020.9250880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9250880","Internal intruders;system call(SC);personal profiles;usage behaviours;Intrusion detection system(IDS);Data mining","Firewalls (computing);Forensics;Conferences;Intrusion detection;Authentication;Data mining;Password","authorisation;data mining","username password authentication;intrusion detection systems;internal threats;system calls;internal intrusions;system usage behaviour;login credentials;data mining;forensic analysis","","","","14","","10 Nov 2020","","","IEEE","IEEE Conferences"
"Deep Learning Trends Driven by Temes: A Philosophical Perspective","Y. Zhang; U. Nauman","School of Artificial Intelligence and Big Data, Henan University of Technology, Zhengzhou, China; Information Science and Engineering College, Henan University of Technology, Zhengzhou, China","IEEE Access","6 Nov 2020","2020","8","","196587","196599","In up-to-date years deep learning has accrued diverse state-of-the-art results in many fields. However, most of the research efforts chiefly focus on pure technologies or engineering optimizations of deep learning. Inadequate consideration has been paid to it from the panorama of the philosophy of technology. Given the universal Darwinism panorama, technology is regarded as the seventh life form, which, like the other six well-known life forms, has the driving forces of survival and evolution. Similar to genes, temes are the inheritors of technology. If temes do not yield to the law of “survival of the fittest”, they will be discarded by the evolution. In this paper, we refined the essence hidden behind deep learning's uproar emergence from a technical panorama. We then rendered its importance and philosophical perspective of deep learning. Based on the point of view of “teme” (the basis of technology), we moreover analyzed the inherent teme-related defects of deep learning. Finally, we addressed the possible teme-driven directions for deep learning.","2169-3536","","10.1109/ACCESS.2020.3032143","National Natural and Science Foundation of China(grant numbers:61705061,61975053,U1904120); Research and Equipment Development of New Grain Situation Measurement and Control Technology(grant numbers:2017YFD0401004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9229461","Deep learning;philosophy of technology;universal Darwinism;teme","Deep learning;Market research;Biological neural networks;Neurons;Transforms","learning (artificial intelligence);neural nets;philosophical aspects","philosophical perspective;deep learning;engineering optimizations;universal Darwinism panorama;seventh life form;survival of the fittest;technical panorama;teme","","","","72","CCBY","19 Oct 2020","","","IEEE","IEEE Journals"
"Enhancing Medical Smartphone Networks via Blockchain-Based Trust Management Against Insider Attacks","W. Meng; W. Li; L. Zhu","Department of Applied Mathematics and Computer Science, Technical University of Denmark, Lyngby, Denmark; Department of Applied Mathematics and Computer Science, Technical University of Denmark, Lyngby, Denmark; FinTech Startup, Macao, China","IEEE Transactions on Engineering Management","16 Oct 2020","2020","67","4","1377","1386","Internet of Things (IoT) has gradually become one of the most important platforms across different disciplines, by enabling dedicated physical objects to communicate with other Internet-enabled things. With this trend, more devices in medical environments are capable of connecting with each other, named Internet of Medical Things (IoMT). It aims for improving efficiency and reducing communication delay, e.g., monitoring the status of patients and notifying abnormal events. However, due to the distributed nature, insider attacks are still one of the major threats to such IoT environment. How to improve the trust management in IoMT remains a challenge. Motivated by the popularity of blockchain technology, in this paper, our general goal is to investigate the performance of blockchain-based trust management. In particular, we focus on a particular type of IoMT, named medical smartphone networks (MSNs), because of the wide adoption of smartphones in the medical domain. Then, we apply blockchains for enhancing the effectiveness of Bayesian inference-based trust management to detect malicious nodes in MSNs. In the evaluation, we explore the performance of our approach in two different healthcare environments, and experimental results demonstrate that blockchain technology can help improve the detection efficiency of detecting malicious nodes with reasonable workload.","1558-0040","","10.1109/TEM.2019.2921736","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8759092","Bayesian inference;blockchain technology;insider attack;Internet of Things (IoT);intrusion detection;medical smartphone network (MSN);trust management","Medical services;Trust management;Blockchain;Peer-to-peer computing;Organizations;Intrusion detection;Industries","cryptography;health care;inference mechanisms;Internet of Things;smart phones","blockchain-based trust management;insider attacks;Internet-enabled things;medical environments;Internet of Medical Things;IoMT;abnormal events;IoT environment;blockchain technology;medical smartphone networks;medical domain;blockchains;Bayesian inference-based trust management;healthcare environments","","7","","58","IEEE","10 Jul 2019","","","IEEE","IEEE Journals"
"Toward 6G Security: Technology Trends, Threats, and Solutions","D. Je; J. Jung; S. Choi",Samsung Electronics; Samsung Electronics; Samsung Electronics,"IEEE Communications Standards Magazine","18 Oct 2021","2021","5","3","64","71","Toward 6G, we are witnessing various technology trends including network openness and open source SW-based mobile communication systems, network AI, privacy protection, virtualization and containerization, and quantum computing. These trends are expected to bring new security threats. The openness of network architecture and the wide adoption of open source may increase the attack surface in the system. An attacker may attempt to fool AI-based radio access network/core network to cause malfunction using adversarial machine learning (AML) techniques. Personalization technology in 6G also opens the door to fine-grained privacy invasion. Adoption of virtualization and containerization also introduces a new attack path, and introduction of quantum computing is expected to affect the security of existing cryptographic algorithms used in today's mobile networks. In this article, we analyze these potential new threats caused by the introduction of new technologies and present possible mitigation to address these threats.","2471-2833","","10.1109/MCOMSTD.011.2000065","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9579382","","6G mobile communication;Privacy;Quantum computing;Virtual machine monitors;Machine learning algorithms;Network architecture;Market research","","","","","","15","","18 Oct 2021","","","IEEE","IEEE Magazines"
"Analysis of Modern Intrusion Detection Algorithms and Developing a Smart IDS","P. Iyer; T. Jadhav; A. Pillai; Samundiswary","Mumbai University,South Indian Education Society College of Engineering,Department of Information Technology,Nerul,Navi Mumbai; Mumbai University,South Indian Education Society College of Engineering,Department of Information Technology,Nerul,Navi Mumbai; Mumbai University,South Indian Education Society College of Engineering,Department of Information Technology,Nerul,Navi Mumbai; Mumbai University,South Indian Education Society College of Engineering,Department of Information Technology,Nerul,Navi Mumbai","2021 International Conference on Intelligent Technologies (CONIT)","4 Aug 2021","2021","","","1","7","Nowadays many organizations and various sectors have been going online and this leads to improvement of the performance of networks for the protection of valuable data and other resources. So for detecting the malicious activity that occurs in a network, the intrusion detection system is used. This paper explains how machine learning algorithms are used for anomaly detection on a computer network which then identifies whether the traffic is normal or contains any anomaly or is an attack. An intrusion Detection System is software that scans the network or system for suspicious activity. In this paper, we aim to provide an analytical review of the IDS technology, obstacles that come about during its execution. Different machine learning algorithms such as Decision Tree, Random Forest, Naive Bayes, KNeighbors Classifier, and some other deep learning models such as CNN and ANN models are used for automating the task of detecting the intrusion. The accuracy of these algorithms is being compared and the algorithm which gives the best accuracy is considered.NSL-KDD '99 dataset is used for intrusion detection purpose. The dataset contains 4 different classes of attacks namely Denial of Service (DoS), Probe, User to Root (U2R) and Remote to Local (R2L). Each attack class is further divided into different subclasses which can help us in knowing the exact attack during an intrusion.","","978-1-7281-8583-5","10.1109/CONIT51480.2021.9498519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9498519","Machine Learning;Decision tree;Random Forest;DoS","Training;Machine learning algorithms;Databases;Intrusion detection;Telecommunication traffic;Malware;Classification algorithms","","","","","","14","","4 Aug 2021","","","IEEE","IEEE Conferences"
